age,income,budget,credit_score,income_confidence,user_segment,pages_viewed,time_on_site,return_visits,session_count,contact_form_submitted,downloaded_brochure,property_saved,chat_with_agent,traffic_source,converted
26,42738,202007,402,0.45,impulsive_buyer,5,115,1,2,0,0,1,0,organic_search,0
24,94231,551419,339,0.89,serious_buyer,15,358,3,8,0,1,0,0,organic_search,0
40,93606,522077,534,0.5,serious_buyer,14,711,4,5,0,1,0,0,facebook_ads,0
47,113301,417521,388,0.6,impulsive_buyer,4,139,2,3,1,1,0,0,referral,0
35,61662,225703,399,0.42,casual_browser,2,63,0,2,0,0,1,0,organic_search,0
26,138313,498413,443,0.47,curious_researcher,8,194,2,3,0,0,0,0,referral,0
34,116297,670742,381,0.67,impulsive_buyer,5,115,1,3,1,1,0,0,google_ads,0
31,102234,568216,528,0.89,impulsive_buyer,7,258,1,3,0,1,1,0,facebook_ads,0
59,35123,187017,694,0.86,casual_browser,1,105,0,1,1,0,0,0,referral,0
29,120680,504225,812,0.54,casual_browser,2,44,1,2,0,1,0,1,referral,0
46,45616,205871,496,0.49,serious_buyer,13,415,7,6,0,1,1,0,referral,0
36,122682,538941,573,0.63,casual_browser,2,116,0,1,1,0,1,0,google_ads,0
25,31182,117250,671,0.93,curious_researcher,9,163,3,2,0,0,0,0,facebook_ads,0
30,110369,498325,379,0.45,impulsive_buyer,4,223,2,3,0,0,0,0,referral,0
23,118878,367510,534,0.73,curious_researcher,8,232,2,3,0,1,1,0,referral,0
33,82013,278469,586,0.45,serious_buyer,18,399,4,7,0,0,1,0,google_ads,0
50,51331,290521,844,0.68,curious_researcher,8,231,3,3,1,0,0,0,facebook_ads,0
26,66098,347347,736,0.48,serious_buyer,12,524,5,9,0,0,1,0,organic_search,0
37,46128,196902,426,0.45,curious_researcher,5,233,1,4,0,0,1,0,facebook_ads,0
39,51556,234654,716,0.51,impulsive_buyer,4,202,1,3,0,0,0,0,organic_search,0
55,147398,605805,340,0.55,curious_researcher,6,272,2,2,0,0,0,0,google_ads,0
46,107505,561427,768,0.57,casual_browser,2,73,1,2,1,1,1,1,organic_search,0
25,41876,224143,596,0.79,curious_researcher,7,280,1,3,1,0,0,0,google_ads,0
49,28949,153136,341,0.43,impulsive_buyer,3,193,2,3,0,1,1,0,organic_search,0
57,71962,371887,578,0.45,serious_buyer,18,481,6,5,0,0,1,1,google_ads,0
40,110054,397681,758,0.51,curious_researcher,9,125,2,2,0,0,1,0,facebook_ads,0
41,143984,577938,332,0.92,curious_researcher,8,226,2,3,0,1,0,0,facebook_ads,0
30,91206,402176,575,0.78,casual_browser,4,31,1,1,0,0,1,0,organic_search,0
25,44099,176059,389,0.84,serious_buyer,18,420,3,5,0,0,0,1,facebook_ads,0
56,124871,657423,823,0.62,serious_buyer,11,577,5,7,1,0,0,0,organic_search,1
26,32716,130473,459,0.53,serious_buyer,10,351,7,8,0,0,0,0,google_ads,0
46,72611,247944,757,0.42,impulsive_buyer,5,281,1,3,1,0,1,0,referral,0
24,58885,247147,698,0.69,impulsive_buyer,4,113,1,2,0,0,0,0,google_ads,0
59,73144,434456,390,0.74,casual_browser,2,106,1,2,1,0,1,0,referral,0
59,85220,313408,765,0.94,curious_researcher,9,295,1,3,1,0,0,0,facebook_ads,0
55,27837,134632,519,0.93,impulsive_buyer,7,282,2,3,0,1,1,1,facebook_ads,0
21,69355,298151,718,0.65,serious_buyer,19,775,6,8,1,0,0,1,organic_search,1
44,67299,216236,678,0.65,curious_researcher,9,288,3,3,0,0,0,1,organic_search,0
56,39159,174791,746,0.5,curious_researcher,8,205,1,2,1,0,1,0,referral,0
26,145212,741524,445,0.55,curious_researcher,5,259,1,2,1,1,0,0,google_ads,0
51,136680,620480,532,0.96,casual_browser,3,91,1,2,0,1,0,0,referral,0
40,136931,769048,670,0.48,impulsive_buyer,7,278,1,3,1,0,1,0,referral,0
44,126802,490319,533,0.98,impulsive_buyer,3,109,2,2,0,0,1,0,google_ads,0
45,136375,444411,666,0.7,curious_researcher,8,149,1,3,0,0,0,1,organic_search,0
56,122413,711182,780,0.67,casual_browser,1,74,0,2,0,1,1,1,facebook_ads,0
41,71012,293605,662,0.5,casual_browser,2,74,0,1,0,0,1,0,facebook_ads,0
50,79305,375050,810,0.8,impulsive_buyer,5,241,2,3,0,1,0,0,organic_search,0
44,107096,575749,394,0.68,impulsive_buyer,4,180,1,3,0,0,0,0,referral,0
50,37106,147419,515,0.62,casual_browser,2,64,1,2,1,0,0,0,organic_search,0
42,78123,402215,842,0.56,serious_buyer,12,829,6,9,0,0,0,0,referral,0
48,131825,449029,434,0.44,casual_browser,4,35,0,1,1,1,0,1,facebook_ads,0
27,28720,111257,382,0.71,serious_buyer,12,660,5,7,0,0,0,0,referral,0
55,57661,198015,690,0.59,impulsive_buyer,6,251,2,2,0,0,0,0,facebook_ads,0
48,135031,733716,346,0.82,casual_browser,2,116,0,2,1,1,0,0,facebook_ads,0
34,113898,417771,691,0.83,casual_browser,2,47,0,1,1,0,0,1,referral,0
30,113794,586290,684,0.6,casual_browser,3,48,0,1,1,0,0,1,facebook_ads,0
36,107318,625652,680,0.8,casual_browser,2,62,1,2,0,0,1,0,organic_search,0
36,126704,580724,376,0.56,curious_researcher,9,296,1,3,0,0,1,0,referral,0
51,41120,189978,558,0.84,curious_researcher,9,248,1,4,0,0,0,0,google_ads,0
45,39790,174403,698,0.41,impulsive_buyer,6,191,1,2,0,0,0,0,facebook_ads,0
33,78655,312863,399,0.49,impulsive_buyer,6,296,1,3,0,0,1,0,referral,0
26,79643,352576,800,0.55,casual_browser,1,60,1,1,0,0,1,0,referral,0
29,113448,545505,682,0.86,curious_researcher,7,229,3,4,0,1,0,0,referral,0
56,67374,401412,491,0.44,impulsive_buyer,5,206,2,2,1,1,0,0,google_ads,0
40,62907,365696,644,0.51,serious_buyer,19,517,3,7,1,1,0,1,google_ads,1
38,70071,391448,309,0.62,curious_researcher,5,268,3,4,0,1,1,0,facebook_ads,0
41,140507,796308,563,0.41,curious_researcher,9,224,3,3,0,1,1,0,organic_search,0
24,54812,241367,567,0.86,curious_researcher,5,184,1,4,0,1,1,0,google_ads,0
53,69570,345925,494,0.74,casual_browser,4,71,0,1,0,1,0,0,google_ads,0
47,70901,403086,706,0.94,serious_buyer,14,663,5,5,1,0,1,0,referral,1
27,80186,335085,595,0.42,casual_browser,4,100,1,2,1,0,0,1,referral,0
26,142066,836099,396,0.56,impulsive_buyer,6,298,2,3,1,0,1,0,organic_search,0
35,148364,630155,761,0.84,serious_buyer,17,326,7,6,0,1,0,0,facebook_ads,1
38,70251,337432,386,0.81,casual_browser,3,86,0,1,1,0,0,0,referral,0
52,85171,436877,376,0.55,curious_researcher,6,145,2,2,0,1,0,1,facebook_ads,0
31,56160,328635,782,0.76,serious_buyer,17,670,3,6,1,0,1,0,organic_search,1
40,39156,146202,445,0.88,curious_researcher,6,254,3,2,0,1,1,0,organic_search,0
44,96208,503975,410,0.42,impulsive_buyer,4,294,2,3,0,0,0,0,google_ads,0
35,99980,456153,596,0.83,serious_buyer,14,358,4,5,0,0,0,0,facebook_ads,0
27,92320,351339,725,0.55,impulsive_buyer,6,100,1,2,0,1,0,1,referral,0
41,37929,202154,633,0.97,impulsive_buyer,5,150,2,2,0,0,0,0,referral,0
46,86606,403295,822,0.72,impulsive_buyer,7,114,2,3,1,0,0,0,facebook_ads,0
34,108442,540357,837,0.42,serious_buyer,18,521,4,5,0,0,0,0,referral,0
57,120154,476855,461,0.64,impulsive_buyer,6,108,1,2,0,0,0,0,referral,0
41,82559,366877,729,0.98,casual_browser,2,35,1,2,1,0,1,1,referral,0
38,74205,360047,368,0.84,casual_browser,3,116,0,1,0,0,1,0,referral,0
25,130694,550840,432,0.58,impulsive_buyer,6,161,2,3,0,1,0,0,organic_search,0
23,88475,318078,488,0.75,curious_researcher,6,261,2,3,1,0,0,0,organic_search,0
43,84341,496340,578,0.76,impulsive_buyer,7,210,1,3,0,0,0,0,referral,0
46,115377,523165,729,0.41,impulsive_buyer,6,116,2,3,0,1,0,1,facebook_ads,0
57,62863,326998,841,0.51,curious_researcher,9,147,1,2,1,0,1,0,referral,0
44,101837,431090,460,0.73,serious_buyer,13,802,5,9,0,0,1,0,facebook_ads,0
39,85439,347343,752,0.64,serious_buyer,16,619,6,9,1,0,0,0,facebook_ads,1
45,27194,114799,469,0.51,impulsive_buyer,5,186,2,3,0,0,1,0,google_ads,0
41,91387,386346,356,0.86,casual_browser,4,83,1,1,0,0,1,0,google_ads,0
32,141361,654860,539,0.69,casual_browser,3,30,0,1,0,1,0,0,google_ads,0
53,101914,471903,657,0.59,casual_browser,1,64,0,1,1,0,1,0,facebook_ads,0
24,86214,387226,500,0.5,impulsive_buyer,5,108,1,3,1,0,0,1,facebook_ads,0
27,116176,395504,743,0.77,casual_browser,4,118,1,2,0,0,0,0,facebook_ads,0
42,119292,535409,601,0.8,casual_browser,3,100,0,2,0,0,1,0,facebook_ads,0
53,49777,174583,405,0.8,serious_buyer,11,605,4,6,0,0,1,0,facebook_ads,0
37,145355,491068,400,0.53,impulsive_buyer,7,107,1,2,0,0,0,0,organic_search,0
44,46183,267766,396,0.76,serious_buyer,14,835,4,7,1,0,0,0,referral,0
54,47445,228440,328,0.94,curious_researcher,8,261,2,3,1,0,1,0,google_ads,0
48,87038,433316,805,0.61,serious_buyer,13,592,4,8,1,1,0,0,facebook_ads,1
59,136477,573937,737,0.53,impulsive_buyer,4,112,2,3,0,0,1,0,organic_search,0
42,107201,613933,678,0.86,casual_browser,2,70,1,2,0,1,0,0,google_ads,0
37,36198,177869,372,0.51,impulsive_buyer,7,294,2,3,0,0,0,0,referral,0
54,41411,219789,553,0.55,serious_buyer,19,479,6,5,0,0,0,0,organic_search,0
26,70577,289767,815,0.46,impulsive_buyer,7,265,2,3,0,0,1,0,facebook_ads,0
26,35867,210899,849,0.56,impulsive_buyer,4,235,1,2,1,1,0,0,organic_search,0
54,82501,450569,319,0.65,serious_buyer,11,709,3,7,0,0,0,0,organic_search,0
21,34266,190582,834,0.44,serious_buyer,17,522,4,6,0,0,0,0,referral,0
30,59422,208962,720,0.92,curious_researcher,9,273,1,3,0,0,0,0,organic_search,0
41,55208,210502,745,0.71,curious_researcher,6,246,2,4,1,1,0,0,google_ads,0
25,128538,495755,435,0.75,serious_buyer,15,879,5,7,1,0,0,0,organic_search,1
22,141544,539668,804,0.62,impulsive_buyer,3,299,2,2,0,0,0,0,google_ads,0
42,51213,285063,600,0.8,serious_buyer,11,667,4,5,1,0,0,0,facebook_ads,0
22,27367,84718,332,0.66,casual_browser,1,88,0,2,0,0,1,0,facebook_ads,0
30,144158,465385,577,0.86,curious_researcher,8,145,2,3,0,0,0,0,google_ads,0
54,99026,378452,432,0.89,casual_browser,1,38,0,2,0,1,0,1,facebook_ads,0
36,55362,199282,826,0.8,impulsive_buyer,5,282,2,2,0,0,0,0,referral,0
59,139377,515078,425,0.69,casual_browser,1,37,0,2,0,0,0,0,referral,0
42,71588,386133,644,0.87,serious_buyer,19,759,7,8,1,0,1,1,referral,1
32,58285,273320,316,0.7,serious_buyer,10,308,7,6,0,0,1,0,referral,0
44,146683,442588,677,0.47,serious_buyer,13,303,7,7,0,0,0,1,google_ads,0
58,145085,622119,359,0.47,casual_browser,4,37,0,1,0,0,1,0,referral,0
30,94755,400212,766,0.97,casual_browser,2,41,1,2,1,0,1,0,google_ads,0
55,91846,306934,690,0.53,casual_browser,3,54,1,1,1,1,1,0,organic_search,0
52,56307,283135,486,0.89,serious_buyer,16,417,7,5,0,0,1,0,google_ads,0
27,115167,588076,797,0.55,serious_buyer,17,731,5,8,0,0,0,0,facebook_ads,0
41,100280,517713,660,0.66,serious_buyer,11,849,7,7,0,0,1,0,referral,1
40,39867,206726,748,0.79,casual_browser,2,64,0,1,0,1,1,0,google_ads,0
46,76523,229581,480,0.5,casual_browser,3,89,0,1,0,1,0,0,google_ads,0
24,104161,610567,429,0.84,impulsive_buyer,5,141,2,3,0,0,0,0,google_ads,0
42,26378,143565,448,0.81,curious_researcher,6,200,1,3,1,0,1,0,organic_search,0
35,104685,597954,771,0.73,serious_buyer,13,308,3,8,0,0,0,0,google_ads,0
41,127669,388998,799,0.74,casual_browser,3,46,1,2,1,0,1,0,referral,0
35,96958,562509,654,0.46,curious_researcher,6,182,1,3,1,1,0,0,facebook_ads,0
42,47926,260207,510,0.66,casual_browser,4,101,1,2,0,0,0,0,organic_search,0
48,123215,679118,329,0.45,casual_browser,3,101,1,1,0,0,1,1,facebook_ads,0
34,118707,389342,323,0.58,serious_buyer,16,700,5,6,0,0,1,0,organic_search,0
47,33180,173077,521,0.94,curious_researcher,5,251,1,4,1,0,0,0,organic_search,0
48,112837,663453,700,0.74,casual_browser,1,115,1,2,0,1,1,1,referral,0
46,138070,695271,811,0.85,curious_researcher,8,169,2,3,0,0,0,0,facebook_ads,0
22,56931,268240,387,0.74,curious_researcher,6,175,3,3,0,0,0,0,facebook_ads,0
45,44014,256904,764,0.52,serious_buyer,15,537,4,5,0,0,0,0,organic_search,0
23,134775,583415,349,0.76,curious_researcher,5,209,2,3,0,0,0,1,referral,0
28,116472,558818,402,0.85,impulsive_buyer,5,147,2,2,0,0,0,0,referral,0
53,99872,442334,667,0.48,impulsive_buyer,5,239,1,3,0,0,1,0,organic_search,0
55,78502,455196,791,0.89,serious_buyer,18,615,7,7,1,0,1,0,facebook_ads,1
26,107736,347799,567,0.73,serious_buyer,10,474,5,5,0,1,0,0,organic_search,0
59,25470,114700,696,0.4,impulsive_buyer,7,172,2,3,0,0,1,0,organic_search,0
43,116395,589058,619,0.71,serious_buyer,19,433,7,7,0,0,1,0,organic_search,1
45,34953,187897,819,0.64,curious_researcher,8,291,3,3,0,1,0,0,referral,0
39,124580,591637,748,0.58,casual_browser,4,61,0,1,0,0,0,0,organic_search,0
25,58507,335055,775,0.86,serious_buyer,14,369,6,6,0,1,1,0,organic_search,1
31,138961,809583,539,0.94,impulsive_buyer,4,244,1,2,1,0,1,1,google_ads,0
32,112969,360705,557,0.86,casual_browser,3,92,0,1,0,0,1,0,referral,0
30,111493,469063,689,0.91,curious_researcher,7,281,1,3,0,0,0,1,referral,0
28,26523,81435,642,0.95,casual_browser,2,111,1,2,0,0,1,0,google_ads,0
44,106923,426435,686,0.95,impulsive_buyer,5,103,2,3,0,1,1,0,organic_search,0
48,77190,355892,693,0.47,casual_browser,3,81,1,1,0,0,1,1,referral,0
56,67761,388432,569,0.67,impulsive_buyer,6,189,2,2,0,1,0,0,google_ads,0
57,51169,283459,448,0.4,serious_buyer,19,695,3,6,0,0,0,1,organic_search,0
41,65641,222030,679,0.7,serious_buyer,11,466,7,8,0,0,0,0,referral,0
28,42990,140968,327,0.95,impulsive_buyer,4,191,1,3,0,0,0,1,referral,0
29,49661,236773,448,0.52,serious_buyer,18,513,4,7,0,0,0,0,organic_search,0
35,33419,153605,719,0.78,curious_researcher,9,260,1,2,1,0,1,0,organic_search,0
38,34457,130906,579,0.79,casual_browser,4,109,1,2,1,0,0,1,google_ads,0
40,87600,499176,481,0.5,impulsive_buyer,4,270,2,2,0,0,0,0,organic_search,0
26,123619,714777,465,0.54,impulsive_buyer,4,222,1,3,1,1,0,0,google_ads,0
32,96102,404381,316,0.68,impulsive_buyer,6,279,2,2,0,1,0,0,organic_search,0
22,53085,301040,449,0.51,curious_researcher,5,227,2,2,1,1,0,1,referral,0
27,117064,486031,638,0.75,curious_researcher,6,160,2,3,0,0,0,0,google_ads,0
36,70654,368139,344,0.69,curious_researcher,8,185,2,4,0,0,1,0,google_ads,0
23,26130,115699,801,0.71,impulsive_buyer,5,134,1,2,0,1,1,0,facebook_ads,0
23,125723,423403,488,0.48,curious_researcher,7,138,3,4,0,0,0,1,referral,0
47,22042,127486,360,0.71,serious_buyer,11,530,5,9,0,0,1,0,organic_search,0
58,90134,393190,593,0.43,casual_browser,3,42,1,2,0,1,0,1,google_ads,0
53,62982,327724,332,0.93,serious_buyer,11,470,3,8,0,1,1,0,facebook_ads,0
48,118422,485710,598,0.61,serious_buyer,18,337,6,9,1,0,1,0,organic_search,1
21,85185,260380,714,0.91,curious_researcher,9,141,1,3,1,0,0,0,referral,0
28,53477,176559,848,0.82,impulsive_buyer,3,209,2,3,1,0,0,0,google_ads,0
57,134161,602202,730,0.86,serious_buyer,17,700,7,7,0,0,0,1,facebook_ads,1
52,72709,368626,794,0.59,casual_browser,4,69,1,1,1,0,0,0,facebook_ads,0
57,48716,195068,399,0.54,curious_researcher,7,145,3,3,1,0,1,0,facebook_ads,0
24,98137,499170,322,0.64,serious_buyer,11,492,7,6,1,0,0,0,google_ads,0
50,56018,285462,719,0.41,curious_researcher,7,164,3,4,0,0,0,0,referral,0
26,28061,143442,723,0.95,casual_browser,2,109,0,2,0,0,0,0,organic_search,0
39,28609,128098,786,0.63,curious_researcher,7,141,2,3,0,0,0,0,organic_search,0
52,55371,318087,388,0.99,impulsive_buyer,5,217,1,2,1,0,0,0,facebook_ads,0
29,130350,582350,508,0.86,serious_buyer,18,420,3,9,0,0,0,1,organic_search,1
32,103021,448223,570,0.45,serious_buyer,13,328,5,5,0,0,1,0,referral,0
31,40805,146822,705,0.8,impulsive_buyer,7,164,1,3,0,1,0,0,facebook_ads,0
36,27857,109282,577,0.56,casual_browser,4,110,0,2,0,0,1,0,referral,0
21,31620,98875,505,0.55,casual_browser,1,103,0,1,1,1,1,0,referral,0
41,28177,138084,627,0.55,curious_researcher,9,289,2,2,0,1,0,0,google_ads,0
50,50111,187696,635,0.95,serious_buyer,13,361,3,6,0,0,0,0,google_ads,0
33,140770,550757,337,0.7,casual_browser,3,82,1,1,1,1,0,1,organic_search,0
54,108578,576814,527,0.8,impulsive_buyer,3,200,1,2,0,0,1,1,facebook_ads,0
24,104181,414813,782,0.57,impulsive_buyer,5,292,1,2,1,0,0,0,google_ads,0
48,109941,409704,433,0.71,impulsive_buyer,4,264,2,3,0,0,0,0,organic_search,0
58,147049,515726,689,0.61,casual_browser,1,31,0,1,1,0,1,0,facebook_ads,0
51,31826,169459,724,0.59,impulsive_buyer,5,255,1,2,0,0,1,0,referral,0
47,33890,114857,809,0.55,serious_buyer,14,624,3,6,0,0,1,1,referral,0
25,102428,446715,726,0.65,casual_browser,3,33,0,1,0,0,0,0,google_ads,0
45,137067,619651,773,0.8,casual_browser,1,67,0,2,1,0,0,1,referral,0
23,146044,739299,660,0.53,serious_buyer,18,592,5,6,0,0,1,0,organic_search,1
53,78031,382340,510,0.98,impulsive_buyer,5,157,1,2,0,0,0,0,facebook_ads,0
24,139440,757460,478,0.47,casual_browser,1,59,1,2,1,1,0,0,facebook_ads,0
45,132134,414141,357,0.69,serious_buyer,14,539,4,7,0,0,1,0,google_ads,0
40,95020,369563,372,0.45,serious_buyer,15,559,3,8,0,0,1,0,organic_search,0
54,25495,97911,514,0.41,curious_researcher,7,123,3,4,1,0,1,1,organic_search,0
46,48481,166680,372,0.95,impulsive_buyer,7,162,2,3,0,0,0,0,facebook_ads,0
25,31267,120926,766,0.89,impulsive_buyer,5,138,2,3,0,0,1,0,google_ads,0
55,137897,541838,570,0.82,serious_buyer,10,477,6,8,1,1,0,0,google_ads,1
48,125702,573911,798,0.92,casual_browser,2,115,0,2,0,0,0,0,referral,0
49,26743,133477,653,0.88,curious_researcher,7,274,3,2,0,1,1,0,organic_search,0
29,74800,309918,533,0.79,curious_researcher,8,210,1,3,1,1,1,0,referral,0
58,123475,636934,618,0.91,casual_browser,4,69,0,2,0,0,0,1,referral,0
26,68773,275676,318,0.63,curious_researcher,8,238,2,3,1,1,0,0,facebook_ads,0
39,77042,298218,671,0.73,casual_browser,2,97,1,1,0,0,0,0,organic_search,0
31,69476,321226,483,0.87,curious_researcher,6,134,1,3,1,1,0,0,organic_search,0
22,147967,454428,576,0.45,casual_browser,3,64,0,2,0,0,1,0,facebook_ads,0
29,112105,363149,444,0.92,serious_buyer,16,855,3,7,0,0,0,0,google_ads,0
41,48552,206535,380,0.49,serious_buyer,10,881,7,6,1,1,1,1,referral,1
44,85242,496853,621,0.92,curious_researcher,9,199,1,4,0,0,0,0,referral,0
54,65772,339681,734,0.59,curious_researcher,9,187,1,2,0,1,0,0,referral,0
42,63730,208038,342,0.6,serious_buyer,10,579,3,8,1,0,0,0,referral,0
23,48948,271120,612,0.44,impulsive_buyer,5,135,1,3,0,0,0,0,organic_search,0
32,96311,500518,592,0.93,casual_browser,2,105,1,1,0,0,0,0,facebook_ads,0
48,89093,430572,368,0.5,impulsive_buyer,6,169,1,3,0,1,0,0,google_ads,0
50,89123,486689,355,0.78,curious_researcher,9,272,3,3,1,0,0,0,facebook_ads,0
46,36535,153897,503,0.79,serious_buyer,14,720,7,6,0,0,1,0,facebook_ads,0
41,86490,316942,719,0.57,curious_researcher,6,230,1,3,1,0,0,0,referral,0
48,66562,301929,849,0.99,impulsive_buyer,4,262,2,2,0,1,0,1,referral,0
46,139042,646062,542,0.44,serious_buyer,17,310,6,7,1,0,0,1,referral,1
53,145251,670330,500,0.76,serious_buyer,17,553,3,6,0,0,0,0,facebook_ads,0
41,109080,512154,773,0.69,serious_buyer,13,399,4,5,0,0,1,0,google_ads,0
55,147844,864312,826,0.55,casual_browser,2,42,0,2,0,0,1,0,google_ads,0
54,78535,448178,376,0.5,curious_researcher,9,171,2,2,0,1,0,0,google_ads,0
38,118991,669580,777,0.84,impulsive_buyer,5,285,1,2,0,0,0,1,organic_search,0
31,61269,331113,739,0.95,casual_browser,3,32,1,2,0,0,0,0,organic_search,0
43,100674,586958,562,0.46,impulsive_buyer,6,265,2,3,1,0,0,0,referral,0
42,62462,205842,484,0.52,casual_browser,1,34,1,2,0,0,0,0,google_ads,0
37,23127,87775,354,0.99,serious_buyer,17,670,3,5,1,0,0,0,organic_search,0
25,43147,193521,607,0.41,casual_browser,3,94,1,1,0,1,1,0,facebook_ads,0
31,65528,362999,815,0.7,curious_researcher,9,251,2,4,1,0,0,0,facebook_ads,0
50,97095,438432,598,0.71,curious_researcher,5,166,1,3,1,0,1,1,referral,0
35,133100,697990,529,0.56,impulsive_buyer,5,196,1,3,1,0,0,0,facebook_ads,0
47,88931,303866,676,0.8,serious_buyer,15,496,7,9,0,1,1,0,organic_search,1
55,110925,416772,585,0.97,serious_buyer,13,759,5,7,1,0,0,1,google_ads,1
53,86381,448777,437,0.67,impulsive_buyer,4,173,1,3,0,1,0,1,organic_search,0
40,119468,417445,777,0.85,curious_researcher,7,177,2,3,0,0,0,0,organic_search,0
36,131258,532128,306,0.79,curious_researcher,5,239,1,2,1,0,0,0,referral,0
54,83749,317793,718,0.68,impulsive_buyer,3,105,1,2,0,0,0,0,google_ads,0
22,58672,237597,771,0.43,serious_buyer,12,839,4,5,0,0,0,0,facebook_ads,0
55,33731,172870,719,0.85,impulsive_buyer,3,154,2,2,0,1,0,0,google_ads,0
48,144647,593564,575,0.62,impulsive_buyer,3,267,1,3,0,0,0,0,facebook_ads,0
59,74512,347657,389,0.53,casual_browser,2,71,1,2,0,0,0,0,referral,0
26,118658,391547,581,0.97,impulsive_buyer,6,107,2,3,1,0,0,0,google_ads,0
29,71024,384598,847,0.86,curious_researcher,8,277,2,3,0,0,1,0,organic_search,0
40,136712,561840,470,0.98,impulsive_buyer,3,238,2,3,1,1,0,0,google_ads,0
21,121121,599016,654,0.55,serious_buyer,16,638,6,8,1,1,1,0,referral,1
28,23832,123358,503,0.9,serious_buyer,10,343,5,6,0,0,0,0,google_ads,0
43,52332,189911,588,0.76,curious_researcher,6,222,2,2,1,0,1,0,facebook_ads,0
23,32467,183569,761,0.99,serious_buyer,17,308,3,9,1,0,0,0,google_ads,0
24,61025,295890,472,0.97,impulsive_buyer,4,153,2,3,0,1,0,0,google_ads,0
45,33107,141902,600,0.98,curious_researcher,6,129,1,3,0,1,0,0,referral,0
58,148347,526187,828,0.97,serious_buyer,15,750,4,9,1,1,1,0,google_ads,1
35,97994,571001,439,0.4,impulsive_buyer,3,151,1,2,1,0,1,0,google_ads,0
41,114202,601296,577,0.84,serious_buyer,15,358,6,8,1,0,1,0,organic_search,1
55,63481,230059,810,0.56,casual_browser,4,59,0,1,0,0,1,1,google_ads,0
34,22581,90620,645,0.82,serious_buyer,18,394,7,5,0,0,1,0,google_ads,0
56,95118,516397,439,0.99,curious_researcher,9,291,3,3,0,0,0,1,referral,0
32,144010,732583,413,0.42,impulsive_buyer,4,182,1,3,1,0,1,0,facebook_ads,0
37,71638,379491,806,0.74,impulsive_buyer,5,116,2,2,1,0,0,0,google_ads,0
59,143714,621362,665,0.84,curious_researcher,9,251,2,3,0,0,1,0,organic_search,0
29,28418,146336,696,0.55,casual_browser,1,118,1,2,1,0,0,0,referral,0
55,113627,472629,410,0.54,impulsive_buyer,7,174,1,2,0,0,0,0,facebook_ads,0
33,49113,178466,657,0.44,curious_researcher,7,266,2,4,1,0,0,0,referral,0
35,104363,511173,537,0.46,serious_buyer,13,528,3,7,0,0,0,0,facebook_ads,0
38,143607,851308,302,0.79,casual_browser,1,79,1,2,1,0,1,1,google_ads,0
53,83044,326512,703,0.7,curious_researcher,6,258,2,3,0,0,0,0,facebook_ads,0
26,99955,438093,324,0.42,serious_buyer,17,471,3,6,0,1,1,1,facebook_ads,0
47,81030,406932,808,0.98,impulsive_buyer,7,116,2,2,0,0,0,0,google_ads,0
43,31814,147124,764,0.79,impulsive_buyer,4,234,1,2,1,0,1,0,organic_search,0
47,119340,659984,360,0.71,casual_browser,3,45,0,1,0,0,1,0,organic_search,0
54,30024,158683,807,0.56,serious_buyer,19,718,5,8,0,1,0,0,google_ads,0
58,83288,264430,422,0.79,curious_researcher,8,270,1,2,1,0,1,0,referral,0
34,129236,774803,796,0.62,impulsive_buyer,4,174,1,3,0,0,0,0,referral,0
56,77836,409199,354,0.82,curious_researcher,7,185,3,2,0,1,0,0,facebook_ads,0
28,27435,153408,462,0.81,curious_researcher,6,157,3,2,0,0,0,0,referral,0
55,87084,431378,338,0.46,curious_researcher,8,238,3,2,0,0,1,0,referral,0
39,144023,802043,382,0.95,casual_browser,2,43,1,2,0,1,0,1,google_ads,0
50,90601,302349,845,0.69,curious_researcher,7,180,1,2,0,1,0,1,google_ads,0
34,108416,438349,412,0.64,casual_browser,4,85,0,2,1,0,0,0,facebook_ads,0
40,140871,792999,724,0.97,casual_browser,3,44,0,2,0,1,0,0,referral,0
45,138645,499810,529,0.66,serious_buyer,14,307,6,9,0,0,1,0,facebook_ads,0
44,23407,75715,582,0.83,impulsive_buyer,5,193,1,2,0,0,0,0,google_ads,0
34,118943,638052,586,0.79,curious_researcher,6,150,2,3,0,0,0,0,referral,0
46,52940,291511,454,0.5,serious_buyer,19,311,5,9,1,0,0,0,facebook_ads,0
58,25666,89521,464,0.99,serious_buyer,18,822,3,7,1,0,0,0,facebook_ads,0
43,57122,317771,481,0.68,serious_buyer,10,514,5,5,0,1,1,1,organic_search,0
42,138647,701595,538,0.64,serious_buyer,11,573,7,5,1,0,0,1,organic_search,1
39,45092,205630,638,0.95,serious_buyer,18,588,5,6,0,0,1,0,referral,0
23,149753,822256,811,0.72,curious_researcher,6,147,2,4,1,0,0,0,referral,0
39,143402,610569,565,0.82,serious_buyer,19,373,3,6,0,0,0,1,google_ads,0
29,95645,342598,486,0.91,impulsive_buyer,4,261,2,2,0,0,1,0,google_ads,0
48,121190,467133,339,0.54,casual_browser,4,99,1,1,1,0,1,0,google_ads,0
40,120468,543972,792,0.5,casual_browser,1,74,1,2,1,1,1,1,organic_search,0
27,149207,685455,690,0.44,impulsive_buyer,3,105,2,3,0,1,0,0,facebook_ads,0
34,46505,251905,559,0.94,curious_researcher,9,142,2,3,1,0,0,0,google_ads,0
